layer_id,layer,duration,voltage_avg,voltage_stdev,voltage_min,voltage_max,current_avg,current_stdev,current_min,current_max,power_avg,power_stdev,power_min,power_max,energy
10,CONV_2D,0.003333,1.802351,0.0006713675102218986,1.8001704,1.8046408,0.0063535157,0.00021788482263218611,0.004963063,0.006773216,0.011451257,0.0003924858756363392,0.008946488,0.012203832,3.816704089008272e-05
11,PAD,0.001171,1.80216,0.0006394996889866889,1.7997618,1.8045743,0.0066241105,0.0003358461253810674,0.00485498,0.0072178543,0.011937695,0.0006050528027117252,0.008749157,0.013012283,1.3979040404781698e-05
12,CONV_2D,0.002728,1.8021373,0.0006842600996606052,1.7998409,1.8044801,0.0063968,0.00022856892610434443,0.0050558583,0.0068929344,0.01152789,0.00041144032729789615,0.009114656,0.012426884,3.144808484613895e-05
13,MAX_POOL_2D,0.000192,1.802208,0.0006433087983168662,1.8002447,1.8042192,0.006331572,0.00044891168363392353,0.0049671717,0.0070437663,0.011410832,0.0008093668147921562,0.00895115,0.012696957,2.1908798217773438e-06
14,PAD,0.000326,1.8019012,0.0006733149057254195,1.800129,1.8036644,0.0064381133,0.00044916034676134586,0.004776369,0.007065738,0.011600779,0.000808519427664578,0.008605514,0.012725397,3.781854074448347e-06
15,CONV_2D,0.001228,1.8023161,0.0006367823225446045,1.8003277,1.8044882,0.006428681,0.00024313887115567923,0.0049504177,0.006821666,0.011586501,0.0004378847370389849,0.008921849,0.012292552,1.422822355106473e-05
16,MAX_POOL_2D,0.00019,1.802046,0.0006714090704917908,1.8005997,1.8037575,0.006137254,0.0003513554111123085,0.0048861606,0.006676289,0.011059577,0.0006325180875137448,0.008806891,0.012027047,2.1013195626437663e-06
17,AVERAGE_POOL_2D,5.1e-05,1.8023037,0.0005657922010868788,1.8003559,1.8035009,0.005789073,0.0003383656148798764,0.0051349825,0.0063620685,0.0104336655,0.0006098332814872265,0.009253136,0.011466459,5.321169393137098e-07
18,RESHAPE,7e-06,1.802314,0.0009520008461549878,1.80095,1.8037653,0.005006871,6.949237285880372e-05,0.0049163033,0.005127918,0.009023957,0.00012546306243166327,0.008859142,0.009246472,6.316769868135452e-08
19,FULLY_CONNECTED,2.8e-05,1.8024453,0.000533070822712034,1.8016344,1.8040123,0.005582284,0.00023551663616672158,0.0052496423,0.0059936945,0.010061721,0.00042356480844318867,0.009467861,0.010801418,2.817281968891621e-07
20,LOGISTIC,2.2e-05,1.8024276,0.00062270782655105,1.8014746,1.8039922,0.0054065716,0.0002723320503719151,0.00508662,0.0058448,0.009745002,0.0004918513586744666,0.009167486,0.010543973,2.143900394439697e-07
21,DEQUANTIZE,9e-06,1.8025087,0.000228049248107709,1.8020929,1.802819,0.0051508974,0.00027206834056414664,0.0048107696,0.0055643055,0.009284535,0.0004903739900328219,0.008672182,0.010029663,8.356081880629063e-08
1,QUANTIZE,0.000765,1.802525,0.0006182679207995534,1.8005843,1.80428,0.0057380986,0.0002320105559192598,0.005001246,0.0061971787,0.010343043,0.0004176733491476625,0.009016249,0.011173558,7.912427997216583e-06
2,PAD,0.000853,1.8020514,0.0006565339281223714,1.8001227,1.804342,0.0064387396,0.0003131036355625838,0.0048390715,0.006909624,0.0116029335,0.0005641666939482093,0.008718963,0.012449087,9.897302291356027e-06
3,CONV_2D,0.000936,1.8025273,0.0006784908473491669,1.8000841,1.8043982,0.005245709,0.0002735144807957113,0.0048171836,0.006448196,0.009455526,0.000492901832330972,0.008675005,0.011622106,8.850372567772865e-06
4,MAX_POOL_2D,8.4e-05,1.8019933,0.0006749849999323487,1.8008195,1.8035439,0.0061763986,0.0006088824011385441,0.004869576,0.0069752857,0.011129807,0.0010970199946314096,0.008772159,0.012569789,9.349037669599055e-07
5,PAD,0.000333,1.8025584,0.000629078596830368,1.8011067,1.8041766,0.006466373,0.00042126895277760923,0.004851194,0.006985006,0.011655957,0.0007585814455524087,0.008747011,0.012582691,3.881433826871217e-06
6,CONV_2D,0.000988,1.8020388,0.0006462029996328056,1.7997612,1.8041596,0.0063316203,0.00024334527552127838,0.005097077,0.006764829,0.01140981,0.00043813715456053615,0.009187042,0.012192424,1.1272892095148563e-05
7,PAD,0.001171,1.802382,0.0006445413455367088,1.8005147,1.8044925,0.0066059325,0.00030095301917754114,0.0047561484,0.007036608,0.011906415,0.0005424533737823367,0.00856824,0.012684791,1.3942412227392197e-05
8,CONV_2D,0.003333,1.8020921,0.0006510486709885299,1.7999619,1.8043187,0.0063903714,0.0002295437443535775,0.0050824834,0.0068465914,0.011516032,0.00041348356171511114,0.009155759,0.0123364525,3.838293401990086e-05
9,PAD,0.001171,1.8019574,0.0006643213564530015,1.7998272,1.8041213,0.006601036,0.00031510123517364264,0.004817868,0.007097319,0.011894755,0.0005672565312124789,0.008686541,0.012786754,1.3928758181631565e-05
10,CONV_2D,0.003332,1.8022742,0.0006437029805965722,1.8000427,1.8045585,0.006355678,0.00026978785172104836,0.005085023,0.006840451,0.011454677,0.00048625876661390066,0.009165215,0.012329583,3.816698446124792e-05
11,PAD,0.001171,1.8021219,0.000631407368928194,1.8000612,1.8040984,0.0066186455,0.0002902158012147993,0.005041988,0.007059692,0.011927604,0.0005230020033195615,0.009088559,0.0127239805,1.396722398418933e-05
12,CONV_2D,0.002729,1.8022212,0.0006617947365157306,1.7994115,1.8044573,0.0063948473,0.00023178652918431908,0.004789703,0.0068870056,0.0115249185,0.0004174771311227232,0.008633437,0.01241124,3.14515025569126e-05
13,MAX_POOL_2D,0.000191,1.8020809,0.0007125316769815981,1.8003476,1.8040084,0.006340615,0.0004578388761729002,0.0050393897,0.006948556,0.011426268,0.0008246853249147534,0.009084215,0.012520533,2.182417215779424e-06
14,PAD,0.000325,1.8018894,0.0007064066594466567,1.7997354,1.8037287,0.006438509,0.00043863680912181735,0.0048475694,0.0070380713,0.011601433,0.0007897407049313188,0.008735857,0.012689228,3.770465776324272e-06
15,CONV_2D,0.001228,1.8023286,0.0006193150184117258,1.8003412,1.8041013,0.006436146,0.00026034959591925144,0.0051700063,0.0068681254,0.011600055,0.00046935630962252617,0.009320083,0.0123848785,1.4244867295026777e-05
